ASV,kingdom,phylum,class,order,family,genus
ASV_1235,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus
ASV_1236,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>
ASV_1237,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1238,Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Microtrichaceae,IMCC26207
ASV_1239,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_124,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_1240,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus
ASV_1241,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_1242,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Acidipropionibacterium
ASV_1243,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Keratinibaculum
ASV_1244,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus
ASV_1245,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_1246,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter
ASV_1247,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_1248,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces
ASV_1249,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_125,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
ASV_1250,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aminobacter
ASV_1252,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_1253,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1254,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>
ASV_1255,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Desulfitobacteriaceae,Desulfosporosinus
ASV_1256,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Flaviflexus
ASV_1257,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
ASV_1258,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_1259,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_126,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,<not present>
ASV_1260,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1261,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Nosocomiicoccus
ASV_1262,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1263,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
ASV_1264,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_1265,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Paeniglutamicibacter
ASV_1266,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>
ASV_1267,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides
ASV_1268,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1269,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_127,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium
ASV_1270,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_1271,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_1272,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1273,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group
ASV_1274,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,<not present>
ASV_1275,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1276,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter
ASV_1277,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1278,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
ASV_1279,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_128,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1280,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_1281,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerococcus
ASV_1282,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,<not present>
ASV_1283,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus
ASV_1284,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinomycetospora
ASV_1285,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_1286,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,Thermoactinomycetaceae,Planifilum
ASV_1287,Bacteria,Firmicutes,Bacilli,Bacillales,Sporolactobacillaceae,Sporolactobacillus
ASV_1288,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,<not present>
ASV_1289,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_129,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1290,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1291,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Globicatella
ASV_1292,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_1293,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 6
ASV_1294,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania
ASV_1295,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_1296,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1297,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_1298,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Clostridiisalibacter,<not present>
ASV_1299,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_13,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_130,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1300,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis
ASV_1301,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_1302,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa
ASV_1303,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1304,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1305,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1307,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1308,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,<not present>
ASV_1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_131,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009
ASV_1310,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,<not present>
ASV_1311,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,<not present>
ASV_1312,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium
ASV_1313,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
ASV_1314,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Virgibacillus
ASV_1315,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga
ASV_1316,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Sporomusaceae,Sporomusa
ASV_1317,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Peptoniphilus
ASV_1318,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella
ASV_1319,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_132,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus
ASV_1320,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum
ASV_1321,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1322,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_1323,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
ASV_1324,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
ASV_1325,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Jeotgalicoccus
ASV_1326,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_1327,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Arsenicicoccus
ASV_1328,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera
ASV_1329,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,<not present>
ASV_133,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_1330,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia
ASV_1331,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053
ASV_1332,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_1333,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1334,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,<not present>
ASV_1335,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_1336,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,<not present>
ASV_1337,Bacteria,Firmicutes,Bacilli,Lactobacillales,Vagococcaceae,Vagococcus
ASV_1338,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Eubacterium
ASV_1339,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerocolumna
ASV_134,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Enterorhabdus
ASV_1340,Bacteria,Firmicutes,Bacilli,Bacillales,<not present>,<not present>
ASV_1341,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>
ASV_1342,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_1343,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1344,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,<not present>
ASV_1345,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
ASV_1346,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1347,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum
ASV_1348,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix
ASV_1349,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_135,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1350,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,<not present>
ASV_1351,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1352,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_1353,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aliihoeflea
ASV_1354,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1355,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1356,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_1357,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,<not present>
ASV_1358,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_1359,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,<not present>
ASV_136,Bacteria,<not present>,<not present>,<not present>,<not present>,<not present>
ASV_1360,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Friedmanniella
ASV_1361,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lapidilactobacillus
ASV_1362,Bacteria,Firmicutes,Clostridia,Eubacteriales,Alkalibaculum,<not present>
ASV_1363,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,<not present>
ASV_1364,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella
ASV_1365,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
ASV_1366,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Beutenbergiaceae,<not present>
ASV_1367,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_1368,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053
ASV_1369,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Pseudogracilibacillus
ASV_137,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_1370,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>
ASV_1371,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1372,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus
ASV_1373,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,W5053
ASV_1374,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea
ASV_1376,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_1377,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Nesterenkonia
ASV_1378,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_1379,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,<not present>
ASV_138,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1380,Bacteria,Firmicutes,Bacilli,<not present>,<not present>,<not present>
ASV_1381,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,<not present>,<not present>
ASV_1382,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_1383,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42
ASV_1384,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus
ASV_1385,Bacteria,Firmicutes,Bacilli,Lactobacillales,<not present>,<not present>
ASV_1386,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
ASV_1387,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium
ASV_1388,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_1389,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Anaerosalibacter
ASV_139,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_1390,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_1391,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1392,Bacteria,Firmicutes,Bacilli,RF39,<not present>,<not present>
ASV_1393,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1394,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia
ASV_1395,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Cetobacterium
ASV_1396,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,<not present>
ASV_1397,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,<not present>
ASV_1398,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium sensu stricto 1
ASV_1399,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera
ASV_14,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus
ASV_140,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
ASV_1400,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia
ASV_1401,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter
ASV_1402,Bacteria,Actinobacteriota,Actinobacteria,Streptosporangiales,Thermomonosporaceae,Actinomadura
ASV_1403,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_1404,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
ASV_1405,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Ruaniaceae,Ruania
ASV_1406,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,<not present>
ASV_1407,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Faecalibacterium
ASV_1408,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes
ASV_1409,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Yaniella
ASV_141,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,<not present>
ASV_1410,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus
ASV_1411,Bacteria,Actinobacteriota,Actinobacteria,<not present>,<not present>,<not present>
ASV_1412,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Nakamurellaceae,Nakamurella
ASV_1413,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_1414,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1415,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leifsonia
ASV_1416,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus
ASV_1417,Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,<not present>
ASV_1418,Bacteria,Actinobacteriota,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora
ASV_1419,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Loigolactobacillus
ASV_142,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,<not present>
ASV_1420,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
ASV_1421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas
ASV_1422,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_1423,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
ASV_1424,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,<not present>
ASV_1425,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1426,Bacteria,Firmicutes,Bacilli,Thermicanales,Thermicanaceae,Hydrogenibacillus
ASV_1427,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus
ASV_1428,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tepidimicrobium
ASV_1429,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_143,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Incertae Sedis
ASV_1430,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
ASV_1431,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Incertae Sedis
ASV_1432,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium
ASV_1433,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family XI,Tissierella
ASV_1434,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,<not present>
ASV_1435,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1436,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Sporacetigenium
ASV_1437,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,<not present>,<not present>
ASV_1438,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter
ASV_1439,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Oceanobacillus
ASV_144,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,<not present>,<not present>
ASV_1440,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia
ASV_1441,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,<not present>
ASV_1442,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella
ASV_1443,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides
ASV_1444,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera
ASV_1445,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia
